movieTitle,releaseYear,productionCompany
Tupac: Resurrection,2003,Amaru Entertainment
Tupac: Resurrection,2003,MTV Films
"Two Cars, One Night",2004,New Zealand Film Commission
Crash,2004,Bob Yari Productions
Crash,2004,DEJ Productions
Crash,2004,Bull's Eye Entertainment
Crash,2004,Blackfriars Bridge
Crash,2004,Harris Company
Crash,2004,ApolloProScreen Productions
Brokeback Mountain,2005,River Road Entertainment
Memoirs of a Geisha,2005,Columbia Pictures
Memoirs of a Geisha,2005,DreamWorks Pictures
Memoirs of a Geisha,2005,Spyglass Entertainment
Memoirs of a Geisha,2005,Amblin Entertainment
Memoirs of a Geisha,2005,Red Wagon Entertainment
King Kong,2005,Universal Pictures
King Kong,2005,WingNut Films
Capote,2005,United Artists
Capote,2005,A-Line Pictures
Capote,2005,Cooper's Town Productions
Capote,2005,Infinity Media
Capote,2005,Eagle Vision
Walk the Line,2005,Fox 2000 Pictures
The Constant Gardener,2005,Focus Features
The Constant Gardener,2005,UK Film Council
"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",2005,Walt Disney Pictures
"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",2005,Walden Media
"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",2005,Mark Johnson Productions
Hustle & Flow,2005,New Deal Entertainment
Syriana,2005,Participant Productions
Syriana,2005,Section Eight Productions
March of the Penguins,2005,National Geographic Films
March of the Penguins,2005,Bonne Pioche
March of the Penguins,2005,Wild Bunch
Six Shooter,2004,Film Four
Six Shooter,2004,Bord Scannán na hÉirann/The Irish Film Board
Tsotsi,2005,The UK Film & TV Production Company PLCIndustrial Development Corporation of South AfricaThe National Film and Video Foundation of SAMoviworldTsotsi Films
Wallace & Gromit: The Curse of the Were-Rabbit,2005,Aardman Animations
Wallace & Gromit: The Curse of the Were-Rabbit,2005,DreamWorks Animation
"Good Night, and Good Luck",2005,2929 Entertainment
"Good Night, and Good Luck",2005,Participant Productions
"Good Night, and Good Luck",2005,Section Eight Productions
"Good Night, and Good Luck",2005,Davis Films
"Good Night, and Good Luck",2005,Redbus Pictures
"Good Night, and Good Luck",2005,Tohokushinsha
Munich,2005,Amblin Entertainment
Munich,2005,The Kennedy/Marshall Company
Munich,2005,Alliance Atlantis
Pride & Prejudice,2005,Universal Pictures
Pride & Prejudice,2005,StudioCanal
Pride & Prejudice,2005,Working Title Films
Pride & Prejudice,2005,Scion Films
Cinderella Man,2005,Touchstone Pictures
Cinderella Man,2005,Universal Pictures
Cinderella Man,2005,Miramax Films
Cinderella Man,2005,Imagine Entertainment
War of the Worlds,2005,Paramount Pictures
War of the Worlds,2005,DreamWorks Pictures
War of the Worlds,2005,Amblin Entertainment
War of the Worlds,2005,Cruise/Wagner Productions
A History of Violence,2005,BenderSpink
A History of Violence,2005,Media I! Filmproduktion München & Company
Mrs Henderson Presents,2005,BBC Films
Mrs Henderson Presents,2005,Pathé
Mrs Henderson Presents,2005,Future Films
North Country,2005,Participant Productions
North Country,2005,Industry Entertainment
North Country,2005,Nick Wechsler Productions
Transamerica,2005,Belladonna Productions
9,2005,UCLA's Animation Workshop
Batman Begins,2005,Warner Bros. Pictures
Batman Begins,2005,DC Comics
Batman Begins,2005,Legendary Pictures
Batman Begins,2005,Syncopy
Batman Begins,2005,Patalex III Productions
Cashback,2004,Left Turn Films
Cashback,2004,Lipsync Productions
Cashback,2004,Ugly Duckling Productions
Charlie and the Chocolate Factory,2005,Village Roadshow Pictures
Charlie and the Chocolate Factory,2005,The Zanuck Company
Charlie and the Chocolate Factory,2005,Plan B Entertainment
Charlie and the Chocolate Factory,2005,Theobald Film Productions
Corpse Bride,2005,Tim Burton Productions
Corpse Bride,2005,Laika Entertainment
Enron: The Smartest Guys in the Room,2005,2929 Entertainment
Enron: The Smartest Guys in the Room,2005,HDNet Films
Enron: The Smartest Guys in the Room,2005,Jigsaw Productions
Harry Potter and the Goblet of Fire,2005,Warner Bros. Pictures
Harry Potter and the Goblet of Fire,2005,Heyday Films
Howl's Moving Castle,2004,Studio Ghibli
Match Point,2005,BBC Films
Match Point,2005,Thema Production
Match Point,2005,Jada Productions
Murderball,2005,MTV Films
Murderball,2005,Paramount Pictures
Murderball,2005,Participant Productions
Murderball,2005,A&E IndieFilms
One Man Band,2005,Pixar Animation Studios
Star Wars: Episode III – Revenge of the Sith,2005,Lucasfilm Ltd.
Street Fight,2005,Marshall Curry Productions
The Death of Kevin Carter: Casualty of the Bang Bang Club,2004,UC Berkeley Graduate School of Journalism
The Last Farm,2004,Zik Zak Filmworks
The Mushroom Club,2005,Farallon Films
The Mysterious Geographic Explorations of Jasper Morello,2005,Australian Film Commission
The Mysterious Geographic Explorations of Jasper Morello,2005,Film Victoria
The Mysterious Geographic Explorations of Jasper Morello,2005,SBS Independent
The New World,2005,First Foot Films
The New World,2005,Sarah Green Film
The New World,2005,Sunflower Productions
The Squid and the Whale,2005,Original Media
The Squid and the Whale,2005,Ambush Entertainment
The Squid and the Whale,2005,American Empirical Pictures
The Squid and the Whale,2005,Peter Newman Productions
The Squid and the Whale,2005,Andrew Lauren Productions
The Departed,2006,Warner Bros. Pictures
The Departed,2006,Plan B Entertainment
The Departed,2006,Initial Entertainment Group
The Departed,2006,Vertigo Entertainment
The Departed,2006,Media Asia Films
Pan's Labyrinth,2006,Estudios Picasso
Pan's Labyrinth,2006,Tequila Gang
Pan's Labyrinth,2006,Esperanto Filmoj
Pan's Labyrinth,2006,Sententia Entertainment
Dreamgirls,2006,DreamWorks Pictures
Dreamgirls,2006,Paramount Pictures
Little Miss Sunshine,2006,Big Beach Films
Little Miss Sunshine,2006,Bona Fide Productions
Little Miss Sunshine,2006,Third Gear Productions
An Inconvenient Truth,2006,Participant Productions
An Inconvenient Truth,2006,Lawrence Bender Productions
Babel,2006,Paramount Vantage
Babel,2006,Anonymous Content
Babel,2006,Zeta Film
Babel,2006,Central Films
The Queen,2006,Pathé Renn Production
The Queen,2006,Granada Productions
The Queen,2006,BIM Distribuzione
The Queen,2006,France 3 Cinéma
The Queen,2006,Canal+
Letters from Iwo Jima,2006,DreamWorks Pictures
Letters from Iwo Jima,2006,Malpaso Productions
Letters from Iwo Jima,2006,Amblin Entertainment
Pirates of the Caribbean: Dead Man's Chest,2006,Walt Disney Pictures
Pirates of the Caribbean: Dead Man's Chest,2006,Jerry Bruckheimer Films
Happy Feet,2006,Village Roadshow Pictures
Happy Feet,2006,Animal Logic
Happy Feet,2006,Kennedy Miller Productions
Happy Feet,2006,Kingdom Feature Productions
Marie Antoinette,2006,Columbia Pictures
Marie Antoinette,2006,American Zoetrope
Marie Antoinette,2006,Pricel
Marie Antoinette,2006,Tohokushinsha Film Corporation
The Blood of Yingzhou District,2006,Thomas Lennon Films
The Blood of Yingzhou District,2006,China AIDS Media Project
The Last King of Scotland,2006,DNA Films
The Last King of Scotland,2006,FilmFour
The Last King of Scotland,2006,UK Film Council
The Last King of Scotland,2006,Scottish Screen
The Last King of Scotland,2006,TATfilm Produktion
The Lives of Others,2006,Wiedemann & Berg
The Lives of Others,2006,Bayerischer Rundfunk
The Lives of Others,2006,Arte
The Lives of Others,2006,Creado Film
Blood Diamond,2006,Virtual Studios
Blood Diamond,2006,Spring Creek Pictures
Blood Diamond,2006,Bedford Falls Productions
Blood Diamond,2006,Initial Entertainment Group
Notes on a Scandal,2006,Fox Searchlight Pictures
Notes on a Scandal,2006,DNA Films
Notes on a Scandal,2006,UK Film Council
Notes on a Scandal,2006,BBC Films
Apocalypto,2006,Touchstone Pictures
Apocalypto,2006,Icon Productions
Children of Men,2006,Strike Entertainment
Children of Men,2006,Hit and Run Productions
Children of Men,2006,Toho-Towa
Little Children,2006,Bona Fide
Little Children,2006,Standard Film Company
Cars,2006,Pixar Animation Studios
Flags of Our Fathers,2006,DreamWorks Pictures
Flags of Our Fathers,2006,Malpaso Productions
Flags of Our Fathers,2006,Amblin Entertainment
The Devil Wears Prada,2006,Fox 2000 Pictures
The Devil Wears Prada,2006,Wendy FinermanProductions
The Devil Wears Prada,2006,Dune Entertainment
The Prestige,2006,Touchstone Pictures
The Prestige,2006,Warner Bros. Pictures
The Prestige,2006,Newmarket Films
The Prestige,2006,Syncopy
United 93,2006,StudioCanal
United 93,2006,Working Title Films
United 93,2006,Sidney Kimmel Entertainment
After the Wedding,2006,Det Danske Filminstitut
After the Wedding,2006,Sigma Films
After the Wedding,2006,Sveriges Television
After the Wedding,2006,Zentropa Entertainments
Binta and the Great Idea,2004,Películas Pendelton
Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan,2006,Four by Two Films
Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan,2006,Everyman Pictures
Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan,2006,Dune Entertainment
Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan,2006,20th Century Fox
Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan,2006,Major Studio Partners
Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan,2006,One America Productions
Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan,2006,Ingenious Media
Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan,2006,Talkback
Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan,2006,Channel 4
Click,2006,Columbia Pictures
Click,2006,Revolution Studios
Click,2006,Happy Madison Productions
Click,2006,Original Film
Curse of the Golden Flower,2006,Edko Films
Deliver Us from Evil,2006,Disarming Films
Lifted,2006,Pixar Animation Studios
Monster House,2006,Columbia Pictures
Monster House,2006,Relativity Media
Monster House,2006,ImageMovers
Monster House,2006,Amblin Entertainment
No Time for Nuts,2006,Blue Sky Studios
No Time for Nuts,2006,20th Century Fox Animation
Poseidon,2006,Virtual Studios
Poseidon,2006,Irwin Allen Productions
Poseidon,2006,Next Entertainment
Poseidon,2006,Radiant Productions
Poseidon,2006,Synthesis Entertainment
Rehearsing a Dream,2006,Simon & Goodman Picture Co.
Superman Returns,2006,Warner Bros. Pictures
Superman Returns,2006,Legendary Pictures
Superman Returns,2006,DC Entertainment
Superman Returns,2006,Peters Entertainment
Superman Returns,2006,Bad Hat Harry Productions
Superman Returns,2006,Outback Pictures Inc.
The Black Dahlia,2006,Davis Films
The Black Dahlia,2006,Millennium Films
The Black Dahlia,2006,Nu Image
The Black Dahlia,2006,Signature Pictures
The Good German,2006,Virtual Studios
The Good German,2006,Section Eight
The Good Shepherd,2006,Morgan Creek Productions
The Good Shepherd,2006,TriBeCa Productions
The Good Shepherd,2006,American Zoetrope
The Illusionist,2006,Bob Yari Productions
The Illusionist,2006,Stillking Films
The Little Matchgirl,2006,Walt Disney Animation Studios
The Little Matchgirl,2006,Walt Disney Pictures
The Pursuit of Happyness,2006,Columbia Pictures
The Pursuit of Happyness,2006,Relativity Media
The Pursuit of Happyness,2006,Overbrook Entertainment
The Pursuit of Happyness,2006,Escape Artists
The Saviour,2005,Australian Film Television and Radio School
Venus,2006,Miramax Films
Venus,2006,FilmFour
Venus,2006,UK Film Council
Venus,2006,Free Range Films
Volver,2006,El Deseo
Water,2005,David Hamilton Productions
No Country for Old Men,2007,Paramount Vantage
No Country for Old Men,2007,Scott Rudin Productions
No Country for Old Men,2007,Mike Zoss Productions
The Bourne Ultimatum,2007,Universal Pictures
The Bourne Ultimatum,2007,Kennedy/Marshall
The Bourne Ultimatum,2007,Ludlum Entertainment
There Will Be Blood,2007,Ghoulardi Film Company
There Will Be Blood,2007,Scott Rudin Productions
La Vie en Rose,2007,Légende Films
La Vie en Rose,2007,TF1 International
La Vie en Rose,2007,TF1 Films Production
La Vie en Rose,2007,Songbird Pictures
La Vie en Rose,2007,Okko Productions
La Vie en Rose,2007,Scotts Atlantic
La Vie en Rose,2007,Sofica Valor 7
La Vie en Rose,2007,Canal+
La Vie en Rose,2007,TPS Star
La Vie en Rose,2007,Nydrle
Atonement,2007,Relativity Media
Atonement,2007,StudioCanal
Atonement,2007,Working Title Films
Michael Clayton,2007,Samuels Media
Michael Clayton,2007,Castle Rock Entertainment[a]
Michael Clayton,2007,Mirage Enterprises
Michael Clayton,2007,Section Eight Productions
Ratatouille,2007,Pixar Animation Studios
Juno,2007,Mandate Pictures
Juno,2007,Mr. Mudd
Sweeney Todd: The Demon Barber of Fleet Street,2007,DreamWorks Pictures
Sweeney Todd: The Demon Barber of Fleet Street,2007,Warner Bros. Pictures
Sweeney Todd: The Demon Barber of Fleet Street,2007,Parkes/MacDonald Productions
Sweeney Todd: The Demon Barber of Fleet Street,2007,The Zanuck Company
Sweeney Todd: The Demon Barber of Fleet Street,2007,Image Nation
Elizabeth: The Golden Age,2007,StudioCanal
Elizabeth: The Golden Age,2007,Working Title Films
The Golden Compass,2007,New Line Cinema
The Golden Compass,2007,Ingenious Film Partners
The Golden Compass,2007,Scholastic Productions
The Golden Compass,2007,Depth of Field
Once,2007,Summit Entertainment
Once,2007,Samson Films
Once,2007,Bórd Scannán na hÉireann/Irish Film Board
Once,2007,RTÉ
Peter & the Wolf,2006,BreakThru Films
Peter & the Wolf,2006,Se-ma-for
The Counterfeiters,2007,Babelsberg Studio
The Diving Bell and the Butterfly,2007,Pathé Renn Production
The Diving Bell and the Butterfly,2007,Canal+
The Diving Bell and the Butterfly,2007,The Kennedy/Marshall Company
The Diving Bell and the Butterfly,2007,France 3 Cinéma
Enchanted,2007,Walt Disney Pictures
Enchanted,2007,Josephson Entertainment
Enchanted,2007,Right Coast Productions
Transformers,2007,Paramount Pictures
Transformers,2007,DreamWorks Pictures
Transformers,2007,Hasbro
Transformers,2007,di Bonaventura Pictures
3:10 to Yuma,2007,Relativity Media
American Gangster,2007,Imagine Entertainment
American Gangster,2007,Scott Free Productions
American Gangster,2007,Relativity Media
Away from Her,2006,Capri ReleasingEcho Lake ProductionsFoundry FilmsHanway FilmsThe Film Farm
Into the Wild,2007,Paramount Vantage
Into the Wild,2007,River Road Entertainment
Into the Wild,2007,Square One C.I.H.
Into the Wild,2007,Linson Film
Pirates of the Caribbean: At World's End,2007,Walt Disney Pictures
Pirates of the Caribbean: At World's End,2007,Jerry Bruckheimer Films
The Assassination of Jesse James by the Coward Robert Ford,2007,Virtual Studios
The Assassination of Jesse James by the Coward Robert Ford,2007,Scott Free Productions
The Assassination of Jesse James by the Coward Robert Ford,2007,Plan B Entertainment
The Savages,2007,This is that
The Savages,2007,Ad Hominem Enterprises
The Savages,2007,Lone Star Film Group
The Savages,2007,Cooper's Town Productions
Across the Universe,2007,Columbia Pictures
Across the Universe,2007,Revolution Studios
Across the Universe,2007,Gross Entertainment
Across the Universe,2007,Team Todd
At Night,2007,Zentropa Entertainments
August Rush,2007,Southpaw Entertainment
August Rush,2007,CJ Entertainment
Charlie Wilson's War,2007,Relativity Media
Charlie Wilson's War,2007,Participant Productions
Charlie Wilson's War,2007,Playtone
Eastern Promises,2007,Focus Features
Eastern Promises,2007,BBC Films
Eastern Promises,2007,Astral Media
Eastern Promises,2007,Corus Entertainment
Eastern Promises,2007,Telefilm Canada
Eastern Promises,2007,Kudos Pictures
Eastern Promises,2007,Serendipity Point Films
Eastern Promises,2007,Scion Films
Gone Baby Gone,2007,Miramax Films
Gone Baby Gone,2007,The Ladd Company
I'm Not There,2007,Endgame Entertainment
I'm Not There,2007,Killer Films
I'm Not There,2007,John Wells Productions
I'm Not There,2007,John Goldwyn Productions
I'm Not There,2007,VIP Medienfonds 4
I'm Not There,2007,Rising Star
I'm Not There,2007,Grey Water Park Productions
In the Valley of Elah,2007,NALA Films
In the Valley of Elah,2007,Samuels Media
In the Valley of Elah,2007,Blackfriars Bridge
Katyń,2007,Akson Studio
La Corona,2008,Runaway Films
Lars and the Real Girl,2007,Metro-Goldwyn-Mayer Pictures
Lars and the Real Girl,2007,Sidney Kimmel Entertainment
Mongol,2007,Kinokompaniya CTB
Mongol,2007,Andreevski Flag
Mongol,2007,X Filme Creative Pool
Mongol,2007,Kinofabrika
Mongol,2007,Eurasia Film
Norbit,2007,DreamWorks Pictures
Norbit,2007,Davis Entertainment
Norbit,2007,Tollin/Robbins Productions
Norbit,2007,Murphy Films
Persepolis,2007,2.4.7. Films
Persepolis,2007,France 3 Cinéma
Persepolis,2007,The Kennedy/Marshall Company
Persepolis,2007,Franche Connection Animations
Persepolis,2007,Diaphana Distribution
Salim Baba,2007,Ropa Vieja Films and Paradox Smoke Productions
