firstName,lastName,movieTitle,releaseYear,categoryName,iteration,isWinner
Steve,McQueen,12 Years a Slave,2013,Best Directing,86th,no
Alexander,Payne,Nebraska,2013,Best Directing,86th,no
David,O. Russell,American Hustle,2013,Best Directing,86th,no
Martin,Scorsese,The Wolf of Wall Street,2013,Best Directing,86th,no
Alejandro,G. Iñárritu,Birdman,2014,Best Directing,87th,yes
Wes,Anderson,The Grand Budapest Hotel,2014,Best Directing,87th,no
Richard,Linklater, ,2014,Best Directing,87th,no
Bennett,Miller,Foxcatcher,2014,Best Directing,87th,no
Morten,Tyldum,The Imitation Game,2014,Best Directing,87th,no
Alejandro,G. Iñárritu,The Revenant,2015,Best Directing,88th,yes
Lenny,Abrahamson,Room,2015,Best Directing,88th,no
Tom,McCarthy,Spotlight,2015,Best Directing,88th,no
Adam,McKay,The Big Short,2015,Best Directing,88th,no
George,Miller,Mad Max: Fury Road,2015,Best Directing,88th,no
Damien,Chazelle,La La Land,2016,Best Directing,89th,yes
Mel,Gibson,Hacksaw Ridge,2016,Best Directing,89th,no
Barry,Jenkins,Moonlight,2016,Best Directing,89th,no
Kenneth,Lonergan,Manchester by the Sea,2016,Best Directing,89th,no
